StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3_1,QID3_2,QID3_3,QID4_1,QID4_2,QID4_3,QID5_1,QID5_2,QID5_3,QID6_1,QID6_2,QID6_3,QID7_1,QID7_2,QID7_3,QID8_1,QID8_2,QID8_3,QID9,QID10,QID11_1,QID11_2,QID11_3,QID12_1,QID12_2,QID12_3,QID13_1,QID13_2,QID13_3,QID14_1,QID14_2,QID14_3,QID15_1,QID15_2,QID15_3,QID16_1,QID16_2,QID16_3,QID17_1,QID17_2,QID17_3,QID18_1,QID18_2,QID18_3,QID19_1,QID19_2,QID19_3,QID20_1,QID20_2,QID20_3,QID21,QID22,QID23_1,QID23_2,QID23_3,QID24_1,QID24_2,QID24_3,QID25_1,QID25_2,QID25_3,QID26_1,QID26_2,QID26_3,QID27_1,QID27_2,QID27_3,QID28_1,QID28_2,QID28_3,QID29_1,QID29_2,QID29_3,QID30_1,QID30_2,QID30_3,QID31_1,QID31_2,QID31_3,QID32_1,QID32_2,QID32_3,QID33,QID34,QID35_1,QID35_2,QID35_3,QID36_1,QID36_2,QID36_3,QID37_1,QID37_2,QID37_3,QID38_1,QID38_2,QID38_3,QID39_1,QID39_2,QID39_3,QID40_1,QID40_2,QID40_3,QID41_1,QID41_2,QID41_3,QID42_1,QID42_2,QID42_3,QID43_1,QID43_2,QID43_3,QID44_1,QID44_2,QID44_3,QID45_1,QID45_2,QID45_3,QID46,QID47,QID48_1,QID48_2,QID48_3,QID49_1,QID49_2,QID49_3,QID50_1,QID50_2,QID50_3,QID51_1,QID51_2,QID51_3,QID52_1,QID52_2,QID52_3,QID53_1,QID53_2,QID53_3,QID54_1,QID54_2,QID54_3,QID55,QID56,QID57_1,QID57_2,QID57_3,QID58_1,QID58_2,QID58_3,QID59_1,QID59_2,QID59_3,QID60_1,QID60_2,QID60_3,QID61_1,QID61_2,QID61_3,QID62_1,QID62_2,QID62_3,QID63,QID64,QID65_1,QID65_2,QID65_3,QID66_1,QID66_2,QID66_3,QID67_1,QID67_2,QID67_3,QID68_1,QID68_2,QID68_3,QID69_1,QID69_2,QID69_3,QID70_1,QID70_2,QID70_3,QID71_1,QID71_2,QID71_3,QID72_1,QID72_2,QID72_3,QID73,QID74,QID75_1,QID75_2,QID75_3,QID76_1,QID76_2,QID76_3,QID77_1,QID77_2,QID77_3,QID78_1,QID78_2,QID78_3,QID79_1,QID79_2,QID79_3,QID80_1,QID80_2,QID80_3,QID81_1,QID81_2,QID81_3,QID82,QID83
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: Saigon City serves Asian Oriental cuisine.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 

User: Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great. 

Agent: Here is an option for an expensive restaurant in the North: Restaurant Two Two, located at 22 Chesterton Road Chesterton. You can contact them at 01223351880. Would you like to book a table or need more information? 

User: Sounds great, can you book a table for 5 at 18:00? 

Agent: Before I proceed with the booking, could you please let me know the day you'd like the reservation to be made? 

User: Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves? 

Agent: Saigon City serves Asian Oriental cuisine. 

User: Yes, could I get the restuarant's phone number and postcode? 



Database Result: 

Count: 5


{'address': '22 Chesterton Road Chesterton', 'area': 'north', 'food': 'french', 'id': '19264', 'name': 'restaurant two two', 'phone': '01223351880', 'postcode': 'cb43ax', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000037'}
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: Restaurant Two Two's phone number is 01223351880, and the postcode is CB4 3AX.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 

User: Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great. 

Agent: Here is an option for an expensive restaurant in the North: Restaurant Two Two, located at 22 Chesterton Road Chesterton. You can contact them at 01223351880. Would you like to book a table or need more information? 

User: Sounds great, can you book a table for 5 at 18:00? 

Agent: Before I proceed with the booking, could you please let me know the day you'd like the reservation to be made? 

User: Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves? 

Agent: Saigon City serves Asian Oriental cuisine. 

User: Yes, could I get the restuarant's phone number and postcode? 



Database Result: 

Count: 5


{'address': '22 Chesterton Road Chesterton', 'area': 'north', 'food': 'french', 'id': '19264', 'name': 'restaurant two two', 'phone': '01223351880', 'postcode': 'cb43ax', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000037'}
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: Restaurant Two Two's phone number is 01223351880, and the postcode is CB4 3AX.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Backend Knowledge Consistency","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 

User: Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great. 

Agent: Here is an option for an expensive restaurant in the North: Restaurant Two Two, located at 22 Chesterton Road Chesterton. You can contact them at 01223351880. Would you like to book a table or need more information? 

User: Sounds great, can you book a table for 5 at 18:00? 

Agent: Before I proceed with the booking, could you please let me know the day you'd like the reservation to be made? 

User: Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves? 

Agent: Saigon City serves Asian Oriental cuisine. 

User: Yes, could I get the restuarant's phone number and postcode? 



Database Result: 

Count: 5


{'address': '22 Chesterton Road Chesterton', 'area': 'north', 'food': 'french', 'id': '19264', 'name': 'restaurant two two', 'phone': '01223351880', 'postcode': 'cb43ax', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000037'}
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: Restaurant Two Two's phone number is 01223351880, and the postcode is CB4 3AX.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 

User: Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great. 

Agent: Here is an option for an expensive restaurant in the North: Restaurant Two Two, located at 22 Chesterton Road Chesterton. You can contact them at 01223351880. Would you like to book a table or need more information? 

User: Sounds great, can you book a table for 5 at 18:00? 

Agent: Before I proceed with the booking, could you please let me know the day you'd like the reservation to be made? 

User: Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves? 

Agent: Saigon City serves Asian Oriental cuisine. 

User: Yes, could I get the restuarant's phone number and postcode? 

Agent: Restaurant Two Two's phone number is 01223351880, and the postcode is CB4 3AX. 

User: No, that's it. You've been very helpful, thank you! 



Database Result: 

Count: 5


{'address': '22 Chesterton Road Chesterton', 'area': 'north', 'food': 'french', 'id': '19264', 'name': 'restaurant two two', 'phone': '01223351880', 'postcode': 'cb43ax', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000037'}
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: I currently have the following details: a reservation for 5 people at 18:00. However, I don't have the day of the week for the reservation. Could you please specify the day you'd like the reservation at Restaurant Two Two?






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 

User: Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great. 

Agent: Here is an option for an expensive restaurant in the North: Restaurant Two Two, located at 22 Chesterton Road Chesterton. You can contact them at 01223351880. Would you like to book a table or need more information? 

User: Sounds great, can you book a table for 5 at 18:00? 

Agent: Before I proceed with the booking, could you please let me know the day you'd like the reservation to be made? 

User: Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves? 

Agent: Saigon City serves Asian Oriental cuisine. 

User: Yes, could I get the restuarant's phone number and postcode? 

Agent: Restaurant Two Two's phone number is 01223351880, and the postcode is CB4 3AX. 

User: No, that's it. You've been very helpful, thank you! 



Database Result: 

Count: 5


{'address': '22 Chesterton Road Chesterton', 'area': 'north', 'food': 'french', 'id': '19264', 'name': 'restaurant two two', 'phone': '01223351880', 'postcode': 'cb43ax', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000037'}
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: I currently have the following details: a reservation for 5 people at 18:00. However, I don't have the day of the week for the reservation. Could you please specify the day you'd like the reservation at Restaurant Two Two?






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Backend Knowledge Consistency","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 

User: Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great. 

Agent: Here is an option for an expensive restaurant in the North: Restaurant Two Two, located at 22 Chesterton Road Chesterton. You can contact them at 01223351880. Would you like to book a table or need more information? 

User: Sounds great, can you book a table for 5 at 18:00? 

Agent: Before I proceed with the booking, could you please let me know the day you'd like the reservation to be made? 

User: Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves? 

Agent: Saigon City serves Asian Oriental cuisine. 

User: Yes, could I get the restuarant's phone number and postcode? 

Agent: Restaurant Two Two's phone number is 01223351880, and the postcode is CB4 3AX. 

User: No, that's it. You've been very helpful, thank you! 



Database Result: 

Count: 5


{'address': '22 Chesterton Road Chesterton', 'area': 'north', 'food': 'french', 'id': '19264', 'name': 'restaurant two two', 'phone': '01223351880', 'postcode': 'cb43ax', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000037'}
{'address': 'Milton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19260', 'name': 'hakka', 'phone': '01223568988', 'postcode': 'cb41jy', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000065'}
{'address': 'Cambridge City Football Club Milton Road Chesterton', 'area': 'north', 'id': '19262', 'name': 'city stop restaurant', 'phone': '01223363270', 'postcode': 'cb41uy', 'pricerange': 'expensive', 'food': 'european', 'type': 'restaurant', 'ref': '00000077'}
{'address': '169 High Street Chesterton Chesterton', 'area': 'north', 'food': 'asian oriental', 'id': '19261', 'name': 'saigon city', 'phone': '01223356555', 'postcode': 'cb41nl', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000078'}
{'address': '66 Chesterton Road Chesterton', 'area': 'north', 'food': 'chinese', 'id': '19258', 'name': 'the hotpot', 'phone': '01223366552', 'postcode': 'cb41ep', 'pricerange': 'expensive', 'type': 'restaurant', 'ref': '00000085'}
 



Agent: I currently have the following details: a reservation for 5 people at 18:00. However, I don't have the day of the week for the reservation. Could you please specify the day you'd like the reservation at Restaurant Two Two?






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: Yes I am looking for an expensive restaurant in the South of town. 

Agent: There are 5 expensive restaurants in the South. Here are some options: The Good Luck Chinese Food Takeaway (Chinese), Taj Tandoori (Indian), Chiquito Restaurant Bar (Mexican), Frankie and Benny's (Italian). Would you like more details about any of these options? 
